description," Ergosta-5,7-dienol"," Ergosta-7,22-dienol",10-Formyl folic acid (10HCOFA),25-hydroxycholecalciferol,5-Formyltetrahydrofolic acid (5-HCOH4,5-methyl tetrahydrofolate (5-MTHF),Alanine,Arginine,Ash,Aspartic acid,Beta-glucan,Beta-sitostanol,Beta-sitosterol,Betaine,Biotin,"Boron, B",Brassicasterol,"Calcium, Ca",Campestanol,Campesterol,"Carbohydrate, by difference","Carbohydrate, by summation","Carotene, alpha","Carotene, beta","Carotene, gamma",Cholesterol,"Choline, free","Choline, from glycerophosphocholine","Choline, from phosphocholine","Choline, from phosphotidyl choline","Choline, from sphingomyelin","Choline, total",Citric acid,"Cobalt, Co","Copper, Cu","Cryptoxanthin, alpha","Cryptoxanthin, beta",Cysteine,Cystine,Daidzein,Daidzin,Delta-5-avenasterol,Delta-7-Stigmastenol,Energy,Energy (Atwater General Factors),Energy (Atwater Specific Factors),Ergosta-7-enol,Ergosterol,Ergothioneine,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated","Fatty acids, total trans","Fatty acids, total trans-dienoic","Fatty acids, total trans-monoenoic","Fatty acids, total trans-polyenoic","Fiber, insoluble","Fiber, soluble","Fiber, total dietary","Folate, total",Fructose,Galactose,Genistein,Genistin,Glucose,Glutamic acid,Glutathione,Glycine,Glycitin,High Molecular Weight Dietary Fiber (HMWDF),Histidine,Hydroxyproline,"Iodine, I","Iron, Fe",Isoleucine,Lactose,Leucine,Low Molecular Weight Dietary Fiber (LMWDF),Lutein,Lutein + zeaxanthin,Lycopene,Lysine,MUFA 12:1,MUFA 14:1 c,MUFA 15:1,MUFA 16:1 c,MUFA 17:1,MUFA 17:1 c,MUFA 18:1,MUFA 18:1 c,MUFA 20:1,MUFA 20:1 c,MUFA 22:1,MUFA 22:1 c,MUFA 22:1 n-11,MUFA 22:1 n-9,MUFA 24:1 c,"Magnesium, Mg",Malic acid,Maltose,"Manganese, Mn",Methionine,"Molybdenum, Mo",Niacin,"Nickel, Ni",Nitrogen,Oxalic acid,PUFA 18:2,PUFA 18:2 CLAs,PUFA 18:2 c,"PUFA 18:2 n-6 c,c",PUFA 18:3,PUFA 18:3 c,"PUFA 18:3 n-3 c,c,c (ALA)","PUFA 18:3 n-6 c,c,c",PUFA 18:3i,PUFA 18:4,PUFA 20:2 c,"PUFA 20:2 n-6 c,c",PUFA 20:3,PUFA 20:3 c,PUFA 20:3 n-3,PUFA 20:3 n-6,PUFA 20:3 n-9,PUFA 20:4,PUFA 20:4c,PUFA 20:5 n-3 (EPA),PUFA 20:5c,PUFA 22:2,PUFA 22:3,PUFA 22:4,PUFA 22:5 c,PUFA 22:5 n-3 (DPA),PUFA 22:6 c,PUFA 22:6 n-3 (DHA),Pantothenic acid,Phenylalanine,"Phosphorus, P",Phytoene,Phytofluene,"Phytosterols, other","Potassium, K",Proline,Protein,Pyruvic acid,Quinic acid,Raffinose,Retinol,Riboflavin,SFA 10:0,SFA 11:0,SFA 12:0,SFA 14:0,SFA 15:0,SFA 16:0,SFA 17:0,SFA 18:0,SFA 20:0,SFA 21:0,SFA 22:0,SFA 23:0,SFA 24:0,SFA 4:0,SFA 5:0,SFA 6:0,SFA 7:0,SFA 8:0,SFA 9:0,"Selenium, Se",Serine,"Sodium, Na",Specific Gravity,Stachyose,Starch,Stigmastadiene,Stigmasterol,Sucrose,"Sugars, Total","Sulfur, S",TFA 14:1 t,TFA 16:1 t,TFA 18:1 t,TFA 18:2 t,TFA 18:2 t not further defined,TFA 18:3 t,TFA 20:1 t,TFA 22:1 t,Thiamin,Threonine,"Tocopherol, beta","Tocopherol, delta","Tocopherol, gamma","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, delta","Tocotrienol, gamma",Total Sugars,Total dietary fiber (AOAC 2011.25),Total fat (NLEA),Total lipid (fat),Tryptophan,Tyrosine,Valine,Verbascose,"Vitamin A, RAE",Vitamin B-12,Vitamin B-6,"Vitamin C, total ascorbic acid",Vitamin D (D2 + D3),"Vitamin D (D2 + D3), International Units",Vitamin D2 (ergocalciferol),Vitamin D3 (cholecalciferol),Vitamin D4,Vitamin E (alpha-tocopherol),Vitamin K (Dihydrophylloquinone),Vitamin K (Menaquinone-4),Vitamin K (phylloquinone),Water,Zeaxanthin,"Zinc, Zn",cis-Lutein/Zeaxanthin,cis-Lycopene,cis-beta-Carotene,trans-Lycopene,trans-beta-Carotene
"Niacin, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907K0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, CHOBANI (CA2,NC) - NFY120OPF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, CHOBANI (FL,MO) - NFY120OQ1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, CHOBANI (IN,NY) - NFY120OOU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CA2,NC) - NFY120ONH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (FL,MO) - NFY120OO7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (CA1,OK) - NFY120OQR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (CA2,CO) - NFY120OS0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (FL,CT) - NFY120PA6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niacin, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (NY,NC) - NFY120ORE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nitrogen, Pollock, raw (NATIONAL) - NFY060DRE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nuts, almonds, dry roasted, with salt added",,,,,,,,,3.47,,,,,0.0,,,,273.0,,,16.2,,0.0,17.0,,,4.3,0.4,56.1,0.0,0.0,60.8,,,0.87,,9.0,,,,,,,620.0,667.0,621.0,,,,34.2,14.5,4.56,0.032,0.016,0.016,0.0,,,11.0,35.0,0.0,0.0,,,0.0,,,,,,,,,3.17,,0.0,,,,25.0,0.0,,,0.0,0.0,0.259,0.061,0.061,,33.8,,0.076,,0.001,,0.001,0.001,258.0,,0.0,2.02,,,3.1,,3.94,,,0.006,14.5,14.5,,0.052,0.05,0.002,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.005,0.005,0.002,0.002,0.0,,0.0,0.0,0.0,0.0,0.0,0.237,,456.0,,,,684.0,,20.4,,,,,1.57,0.0,0.0,0.0,0.027,0.008,3.54,0.028,0.828,0.059,,0.042,,0.024,0.001,,0.0,,0.0,,0.0,,256.0,,,,,,4.17,4.17,,,0.0,0.016,,0.016,0.0,,0.0,0.079,,0.18,0.0,0.92,0.28,0.0,0.0,0.0,,,53.4,57.8,,,,,2.0,,0.075,0.0,,,,,,19.0,0.0,0.0,0.0,2.2,,2.8,,,,,
"Nuts, almonds, raw, whole",,,,,,,1.03,2.58,3.19,2.54,,,,,63.3,,,225.0,,,,,,,,,,,,,,,,,0.692,,,0.51,,,,,,,,,,,,27.42,10.1,3.38,,,,,,,11.5,,,,,,,4.62,,1.5,,,0.57,0.0,,2.76,0.77,,1.53,,,,,0.63,,,,,,,,,,,,,,,,271.0,,,1.72,0.16,61.1,4.26,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,488.0,,,,789.0,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.0,,,,,,,,,,,,,,,,,0.153,0.64,,,,,,,,,,,51.81,0.21,0.66,0.92,,,,0.106,,,,,,,,0.0,0.0,0.0,4.51,,2.56,,,,,
"Nuts, almonds, whole, raw",,,,,,,0.98,2.464,3.164,2.402,,,,,57.01,,,253.6,,,20.03462,,,,,,,,,,,,,,0.9104,,,0.5,,,,,,,625.75,583.597022,,,,31.314,11.18,3.785,,,,,,,10.78,,,,,,,4.248,,1.434,,,0.548,0.0,,3.741,0.774,,1.488,,,,,0.618,,,,,,,,,,,,,,,,257.6,,,2.149,0.154,45.28,3.77,,4.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.198,502.9,,,,732.8,1.314,21.45038,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.0,,,,,,,,,,,,,,,,,0.1605,0.608,,,,,,,,,,,51.09,0.208,0.63,0.916,,,,0.1008,,,,,,,,0.0,0.0,0.0,4.261,,2.865,,,,,
"Nuts, brazilnuts, raw",,,,,,,,,3.626,,,,,,,,,167.8,,,21.64216,,,,,,,,,,,,,,1.739,,,,,,,,,,663.586,620.950526,,,,,,,,,,,,,5.984,,,,,,,,,,,,,,,2.474,,,,,,,,,,,,,,,,,,,,,,,,351.3,,,1.26,,,,,2.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.9,,,,592.5,,15.03684,,,,,,,,,,,,,,,,,,,,,,,,,280.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.43,,,,,,,,,,,,,,,,,,2.265,,3.824,,,,,
"Nuts, cashew nuts, raw",,,,,,,,,2.598,,,,,,,,,41.95,,,36.2887,,,,,,,,,,,,,,2.218,,,,,,,,,,564.664,533.47799,,,,,,,,,,,,,4.104,,,,,,,,,,,,,,,5.988,,,,,,,,,,,,,,,,,,,,,,,,250.6,,,1.949,,,,,3.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.2,,,,638.3,,17.4423,,,,,,,,,,,,,,,,,,,,,,,,,20.67,,4.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.86,,,,,,,,,,,,,,,,,,4.811,,5.071,,,,,
"Nuts, hazelnuts or filberts, raw",,,,,,,,,2.206,,,,,,,,,134.7,,,26.5012,,,,,,,,,,,,,,1.413,,,,,,,,,,641.39,602.39467,,,,,,,,,,,,,8.41,,,,,,,,,,,,,,,3.465,,,,,,,,,,,,,,,,,,,,,,,,155.8,,,6.059,,,,,2.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.1,,,,635.9,,13.4938,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49,,,,,,,,,,,,,,,,,,4.309,,2.334,,,,,
"Nuts, macadamia nuts, raw",,,,,,,,,1.361,,,,,,,,,52.71,,,24.0943,,,,,,,,,,,,,,0.4455,,,,,,,,,,711.89,668.54428,,,,,,,,,,,,,7.563,,,,,,,,,,,,,,,1.881,,,,,,,,,,,,,,,,,,,,,,,,106.8,,,11.3,,,,,1.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.4,,,,372.6,,7.7857,,,,,,,,,,,,,,,,,,,,,,,,,32.62,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.93,,,,,,,,,,,,,,,,,,1.829,,1.2,,,,,
"Nuts, pecans, halves, raw",,,,,,,0.4375,1.363,1.439,0.87,,,,,22.66,,,54.83,,,12.6993,,,,,,,,,,,,,,0.9065,,,0.305,,,,,,,750.152,699.59644,,,,39.282,22.924,6.465,,,,,,,5.793,,,,,,,2.498,,0.4925,,,0.2625,0.0,,2.371,0.365,,0.67,,,,,0.32,,,,,,,,,,,,,,,,102.9,,,2.28,0.1675,15.57,0.9463,,1.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4625,252.7,,,,360.3,0.61,9.9587,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.0,,,,,,,,,,,,,,,,,0.5476,0.3025,,,,,,,,,,,73.28,0.115,0.3125,0.435,,,,0.1711,,,,,,,,0.0,0.0,4.1,2.623,,3.93,,,,,
"Nuts, pecans, raw, halves",,,,,,,0.43,1.34,1.43,0.85,,,,,20.6,,,57.8,,,,,,,,,,,,,,,,,0.692,,,0.31,,,,,,,,,,,,38.22,24.8,6.82,,,,,,,5.64,,,,,,,2.61,,0.49,,,0.26,0.0,,2.28,0.35,,0.66,,,,,0.32,,,,,,,,,,,,,,,,106.0,,,2.75,0.17,12.5,0.96,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,253.0,,,,338.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.0,,,,,,,,,,,,,,,,,0.649,0.3,,,,,,,,,,,73.63,0.11,0.31,0.42,,,,0.196,,,,,,,,0.0,0.0,3.7,2.63,,2.99,,,,,
"Nuts, pine nuts, raw",,,,,,,0.7467,2.663,2.509,1.383,,,,,12.9,,,8.736,,,18.5921,,,,,,,,,,,,,,1.119,,,0.47,,,,,,,688.614,642.99228,,,,,,,,,,,,,3.941,,,,,,,3.44,,0.73,,,0.37,0.0,,5.36,0.5667,,1.097,,,,,0.5867,,,,,,,,,,,,,,,,205.9,,,10.25,0.33,3.284,4.466,,2.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5933,540.0,,,,654.8,1.047,15.7039,,,,,,,,,,,,,,,,,,,,,,,,,,0.9833,0.0,,,,,,,,,,,,,,,,,0.6253,0.4667,,,,,,,,,,,61.27,0.1467,0.5867,0.7367,,,,0.2546,,,,,,,,0.0,0.0,3.2,1.925,,5.713,,,,,
"Nuts, pistachio nuts, raw",,,,,,,,,2.83,,,,,,,,,117.4,,,27.6943,,,,,,,,,,,,,,1.054,,,,,,,,,,597.98,560.68798,,,,,,,,,,,,,6.969,,,,,,,,,,,,,,,3.456,,,,,,,,,,,,,,,,,,,,,,,,109.7,,,1.05,,,,,3.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.6,,,,947.0,,20.5057,,,,,,,,,,,,,,,,,,,,,,,,,23.12,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.02,,,,,,,,,,,,,,,,,,3.95,,2.176,,,,,
"Nuts, walnuts, English, halves, raw",,,,,,,0.59,2.02,1.641,1.293,,,,,17.28,,,88.26,,,10.9096,,,,,,,,,,,,,,1.206,,,0.3767,,,,,,,729.556,678.66434,,,,9.625,49.331,6.054,,,,,,,5.21,,,,,,,2.987,,0.69,,,0.3433,0.0,,2.235,0.52,,0.9967,,,,,0.38,,,,,,,,,,,,,,,,142.4,,,2.995,0.19,21.0,1.218,,2.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6067,365.1,,,,423.5,0.78,14.5644,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.0,,,,,,,,,,,,,,,,,0.23,0.4433,,,,,,,,,,,69.74,0.1267,0.43,0.5967,,,,0.6603,,,,,,,,0.0,0.0,1.7,3.145,,2.76,,,,,
"Nuts, walnuts, English, raw, halves",,,,,,,0.58,1.98,1.75,1.27,,,,,19.0,,,87.2,,,,,,,,,,,,,,,,,1.17,,,0.38,,,,,,,,,,,,9.09,50.57,5.95,,,,,,,6.8,,,,,,,3.01,,0.69,,,0.34,0.0,,2.32,0.51,,0.98,,,,,0.39,,,,,,,,,,,,,,,,145.0,,,3.41,0.19,32.1,1.23,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,384.0,,,,420.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.0,,,,,,,,,,,,,,,,,0.296,0.43,,,,,,,,,,,69.85,0.16,0.41,0.59,,,,0.644,,,,,,,,0.0,0.0,1.6,2.79,,2.78,,,,,
